,pais,Participación,conteo
,"Luis de Francia, San",0.02%,1
,Luisa Carriona,0.02%,1
,Lutgarda,0.03%,2
,Majencio,0.05%,3
,Malco,0.02%,1
,Marcos,0.02%,1
,Margarita de Antioquía,0.14%,8
,Marina de Escobar,0.02%,1
,"Marina, santa",0.02%,1
,"Marta, santa",0.05%,3
,Martín de Porres,0.02%,1
,Martín de Tours,0.02%,1
,María Egipciaca,0.26%,15
,María Magdalena,1.34%,77
,Mateo San,0.03%,2
,Matilde santa,0.02%,1
,Mártires,0.19%,11
,Máximo,0.02%,1
,Nicolas de Tolentino,0.09%,5
,Nicolás de Mira o Bari,0.05%,3
,"Nimfa, santa",0.02%,1
,Obispo Juan de Palafox y Mendoza,0.33%,19
,"Orosia, santa",0.14%,8
,Pablo Apóstol,0.03%,2
,Padre Eterno,0.05%,3
,Papa Ignacio XVIII,0.02%,1
,Papa Paulo III,0.03%,2
,Pascual Bailón,0.03%,2
,Pedro Apóstol,0.05%,3
,Pedro Nolasco,0.92%,53
,Pedro Ortíz de Zárate,0.02%,1
,Pedro de Alcántara,0.02%,1
,Pelagia de Antioquia,0.02%,1
,Perpetua Santa,0.02%,1
,"Prisca, santa",0.02%,1
,Querubines,2.70%,155
,"Quitéria, santa",0.03%,2
,Rita de Casia Santa,0.45%,26
,Romualdo,0.02%,1
,Roque,0.07%,4
,"Rosa de Lima, Santa",4.14%,238
,Rosa de Viterbo,0.24%,14
,Rosalía Santa,0.31%,18
,Rufina Santa,0.02%,1
,Salomé,0.02%,1
,Salvador de Horta,0.12%,7
,San Antonio della Chiesa,0.02%,1
,San Camilo de Lelis,0.14%,8
,San Francisco de San Miguel,0.03%,2
,San José,0.10%,6
,San Juan Goto,0.03%,2
,San Pedro Betancourt,0.17%,10
,Santa,0.09%,5
,Santa Coleta,0.05%,3
,Santa Columba Rieti,0.03%,2
,Santa Cunegunda Reina,0.02%,1
,Santa Eduviges,0.05%,3
,Santa Emergencia,0.02%,1
,Santa Escolastica,0.03%,2
,Santa Gertrudis y Matilde,0.02%,1
,Santa Ifigenia de Etiopía,0.02%,1
,Santa Inés,0.47%,27
,Santa Juana,0.07%,4
,Santa Juliana de Cornillón,0.02%,1
,Santa Leocadia,0.02%,1
,Santa Limbania,0.02%,1
,Santa Margarita de Cortona,0.09%,5
,Santa Margarita de Hungría,0.02%,1
,Santa Maria Magdalena de Pazzi,0.17%,10
,Santa Mariana de Jesús,0.19%,11
,Santa María del Socorro o Cervelló,0.02%,1
,Santa Máxima,0.02%,1
,Santa Mónica,0.09%,5
,Santa Pulqueria de Constantinopla,0.02%,1
,Santa Teodora,0.02%,1
,Santa Viridiana,0.02%,1
,Santa Ángela de Bohemia,0.02%,1
,Santiago Kisai,0.03%,2
,"Santiago, Apóstol",0.02%,1
,Santisima Trinidad,0.17%,10
,Sara Monacha,0.02%,1
,"Sebastián, san",0.02%,1
,Sibila tiburtina,0.02%,1
,Silverio,0.02%,1
,"Simón, Apóstol",0.03%,2
,,,
,"Sofronía, santa",0.02%,1
,Sor Juana de la Cruz,0.02%,1
,"Susana, santa",0.03%,2
,Tecla Santa,0.07%,4
,Teresa Santa,1.76%,101
,Tomás Apóstol,0.07%,4
,"Tomás de Villanueva, Santo",0.14%,8
,Trinidad,0.23%,13
,Verónica de Juleanis,0.02%,1
,Vicente Ferrer,0.02%,1
,Virgen,0.03%,2
,Águeda Santa,0.14%,8
,Ángel,0.73%,42
,Ángel de la guarda,0.02%,1
,Ánimas del Purgatorio,0.10%,6
,Úrsula,0.43%,25
