,pais,Participación,conteo
,Pájaro,1.12%,19.0
,Querubín(es),0.06%,1.0
,Ramas,0.30%,5.0
,Ramo de flores,0.65%,11.0
,Reloj,0.30%,5.0
,Rosa blanca,0.18%,3.0
,Rosa roja,3.20%,54.0
,Rosario,0.06%,1.0
,Rosas,1.48%,25.0
,Rostros,0.24%,4.0
,Río,0.83%,14.0
,Sable,0.30%,5.0
,Sandalias,0.06%,1.0
,Sello,0.06%,1.0
,Silla,4.26%,72.0
,,,
,Sol,0.06%,1.0
,Soldados,0.12%,2.0
,Sombrero,6.51%,110.0
,Sombrero papal,0.06%,1.0
,Sombrilla,0.18%,3.0
,Sudario,0.06%,1.0
,Sudario rojo,0.06%,1.0
,Sábana,0.06%,1.0
,Sábana blanca,0.18%,3.0
,Tela Amarilla,0.24%,4.0
,Tela Blanca,0.06%,1.0
,Tela Verde,0.59%,10.0
,Tela azul,0.41%,7.0
,Tela roja,5.62%,95.0
,Telas,8.40%,142.0
,Templo,0.06%,1.0
,Tintero,1.95%,33.0
,Tormenta,0.06%,1.0
,Torre miniatura,0.06%,1.0
,Tronco,0.18%,3.0
,Tunica Blanca,0.30%,5.0
,Tórtola,0.12%,2.0
,Túnica,0.06%,1.0
,Túnica Amarilla,0.06%,1.0
,Túnica roja,0.06%,1.0
,Uvas,0.36%,6.0
,Vasos,0.30%,5.0
,Vela,0.06%,1.0
,Velo,0.65%,11.0
,Ventana,2.01%,34.0
,Vestido,10.83%,183.0
,cinturón,0.12%,2.0
,ruinas,0.06%,1.0
,Árbol,5.68%,96.0
,Órgano,0.06%,1.0
