,pais,Participación,conteo
,Catedral de Tlalnepantla,0.02%,3
,Catedral de Tlaxcala,0.03%,6
,Catedral de Toluca,0.02%,3
,Catedral de Trujillo,0.02%,4
,Catedral de Tula,0.01%,2
,Catedral de Tulancingo,0.01%,1
,Catedral de Tunja,0.21%,40
,Catedral de Villanueva,0.01%,1
,Catedral de Xalapa,0.05%,9
,Catedral de Zamora,0.01%,1
,Catedral de la Asunción,0.05%,9
,Catedral – Iglesia SJ,0.10%,19
,Centro Cultural Arte Contemporaneo,0.02%,4
,Centro de Cultura Banamex,0.01%,1
,"Centro de restauración Instituto Nacional de Cultura, Tipón.",0.01%,2
,Centro doctrinero de San Juan Bautista,0.04%,7
,Chinchilla es,0.01%,1
,Chuquinga,0.01%,1
,Cincinatti Art Museum,0.03%,6
,Cincinatti Museum Center,0.03%,5
,Claustro Convento Gabriel,0.01%,2
,Claustro Convento de São Francisco,0.03%,6
,Claustro Recoletano,0.01%,2
,Claustro S Agustín,0.01%,1
,Claustro San Francisco,0.01%,1
,Claustro de Acolman,0.01%,1
,Claustro de S Joaquín,0.01%,1
,Claustro del Convento Carmen,0.01%,1
,Claustro del Convento Franciscano de San Gabriel,0.18%,34
,Claustro del Exconvento Dominico de San Pedro y San Pablo,0.04%,7
,Claustro del Exconvento de San Miguel,0.02%,3
,Claustro del Templo del Carmen,0.01%,2
,Claustro del Templo y Ex convento de San Nicolás de Bari,0.02%,3
,Claustro del exconvento Agustino de San Juan Bautista,0.02%,4
,"Claustro, Convento Agustino de San Andrés",0.01%,1
,Clausura del Convento del Carmen,0.01%,1
,Cofradía de Aránzazu,0.01%,1
,Colecao Marcia Moura Castro,0.04%,8
,Colección ASF en MOIFA,0.01%,2
,Colección Aberbach,0.01%,1
,Colección Academia Nacional de Historia,0.01%,1
,Colección Adrianzén,0.02%,4
,Colección Alberto Pizano,0.08%,15
,Colección Alex Clurliza,0.01%,1
,Colección Alfredo Armas,0.01%,2
,Colección Alfredo Boulton,0.02%,4
,Colección Alfredo Machado,0.01%,1
,Colección Americo Ribeiro,0.01%,1
,Colección Andrés Cevallos,0.01%,1
,Colección Anita Fernandini de Naranjo,0.02%,3
,Colección Antonio Escandón,0.01%,1
,Colección Arnold Zingg,0.04%,8
,Colección Arq. Jesús González Baquero,0.01%,1
,Colección Arquidiócesis de Bogotá,0.03%,5
,Colección Arquidiócesis de Bogotá 3,0.14%,26
,Colección Arroyo,0.01%,1
,Colección Arturo Pizano,0.01%,1
,Colección Arzobispado,0.01%,2
,Colección B. Pareja,0.01%,1
,Colección BBVA,0.18%,35
,Colección Banco Central de Reserva,0.16%,30
,Colección Barbara John Duncan,0.01%,1
,Colección Barbosa Stern,0.79%,151
,Colección Belaunde Moreyra,0.01%,1
,Colección Belén Pérez,0.01%,1
,"Colección Bill Morgenstern, Miami",0.01%,1
,Colección C. Espinosa,0.01%,1
,Colección C. Larco,0.01%,1
,Colección Camacho Lloreda,0.01%,1
,Colección Campos,0.01%,1
,Colección Carlos Duarte,0.04%,8
,Colección Carlos Hoss,0.01%,1
,Colección Carlos Manuel Moller,0.01%,1
,Colección Carlos Pérez Mibelli,0.01%,1
,Colección Carmen Azpúrua de Pulido,0.01%,1
,Colección Carmen Perez salaza,0.01%,2
,Colección Carmen de Viboral,0.01%,1
,Colección Celso Pastor,0.05%,10
,Colección Cisneros,0.18%,34
,Colección Claudia Abad del Muro,0.01%,1
,Colección Concepción Obregon,0.02%,3
,Colección Costa,0.01%,1
,Colección Cristina Santaella de Sequeira,0.02%,4
,Colección Daniel Liebsohn,0.05%,10
,Colección Darío Márquez,0.01%,2
,Colección Dañino-Beck,0.01%,1
,Colección De Narváez,0.01%,1
,Colección Domingo Santa María,0.01%,1
,Colección Don y Billie Jenkins,0.01%,1
,Colección Dr. Federico Kaufman,0.01%,1
,Colección Dr. Jorge Zevallos,0.01%,1
,Colección Eder,0.01%,1
,Colección Eduardo López,0.01%,1
,Colección Elisa Peña,0.01%,1
,Colección Elizabeth Waldo,0.01%,1
,Colección Eloy Pérez,0.01%,1
,"Colección Embajada de Bolivia en Lima, Perú",0.01%,1
,Colección Emilia Ochoa,0.01%,1
,Colección Engracia F. Dougherly,0.01%,1
,Colección Enrico Poli,0.01%,2
,Colección Enrique Corcuera,0.01%,1
,Colección Enrique Rohl,0.01%,1
,Colección Escobar Gómez,0.01%,1
,Colección Estrella Fonts de Cossío,0.01%,2
,Colección Fernando Fernández de la Cavada,0.01%,2
,Colección Fomento Cultural Banamex,0.03%,5
,Colección Francisca Carrillo,0.01%,1
,Colección Francisco J. Ysita del Hoyo,0.01%,1
,Colección Francisco Narváez,0.01%,2
,Colección Francisco Stastny,0.01%,1
,Colección Francisco Yabar,0.04%,7
,Colección Francisco zaldivar,0.01%,1
,"Colección Fred Harvey, Museo Internacional de arte popular,",0.01%,2
,Colección Freyer,0.02%,3
,Colección Fundación John Boulton,0.01%,1
,Colección Furt,0.01%,2
,Colección G. Díaz,0.01%,1
,Colección Gabriela de Ezcurra,0.01%,1
,Colección Galería Lima,0.01%,2
,Colección Garcia Wernher,0.01%,1
,Colección Gerard y Catherine Priest,0.01%,1
,Colección Gonzalo Santa Cruz,0.01%,1
,Colección Guadalupe Sánchez-Drasdo de Solís,0.01%,2
,Colección Guillermo Berlanga,0.01%,2
,Colección Guillermo Boza Vega,0.01%,1
,Colección Guillén,0.01%,1
,"Colección Gustavo Adolfo Marrupe, La Isla",0.03%,6
,Colección Hammer,0.01%,1
,"Colección Hayes. Essex, Inglaterra",0.01%,1
,Colección Henrique Rohl,0.01%,1
,Colección Humberto Lujan,0.01%,1
,Colección Isaac Backal,0.01%,1
,Colección Isabel de Rivas,0.01%,1
,Colección Iván Cruz,0.04%,7
,Colección Jacques Fourcade,0.01%,1
,Colección Jaime Liebana,0.01%,1
,Colección Joaquin Redo,0.01%,1
,Colección John Critcher Freyer,0.03%,5
,Colección Josefina Muriel de González Mariscal,0.01%,1
,Colección Josefina Vidal de Hernández,0.01%,1
,Colección José Antonio Calcaño,0.01%,1
,Colección José M Sáenz,0.01%,2
,Colección José Masa,0.01%,1
,Colección José Orihuela,0.02%,4
,Colección José Palacios,0.01%,1
,Colección José dos Santos,0.01%,1
,Colección Juan Carlos Pallarols,0.01%,1
,Colección Juan G. Mijares,0.01%,1
,Colección Juan Rohl,0.01%,1
,Colección Juan Vicente González,0.01%,1
,Colección Juan manuel Gómez,0.01%,1
,Colección La Perricholi antigüedades,0.01%,1
,"Colección Larraín, La Fontecilla",0.01%,1
,Colección Lavalle,0.01%,2
,Colección Lechuga,0.01%,1
,Colección Leonor Velarde Ortiz de Zeballos,0.01%,1
,Colección Leopoldo García,0.01%,2
,Colección Liliam Lindley de Alonso,0.02%,3
,Colección Lima Tours,0.01%,2
,Colección Lima y P. M. Bardi,0.01%,1
,Colección Lisbeth y August Uribe,0.01%,1
,Colección Lombarri-Orihuela,0.01%,1
,Colección Luis Suárez,0.03%,6
,Colección Luis T. Campos; Texas,0.01%,1
,Colección Luisa Santaella de Garrido,0.01%,2
,Colección M.P Camargo,0.01%,1
,Colección Ma. Eugenia Samoral,0.01%,1
,Colección Machado Gómez,0.01%,1
,Colección Manuel Barbachano ponce,0.01%,1
,Colección Manuel Gastañeta,0.04%,7
,Colección Manuel Moller,0.01%,2
,Colección Manuel Santaella,0.01%,1
,Colección Marcia Moura Castro,0.02%,4
,Colección Margara Garza,0.01%,1
,Colección Margot Landáez,0.01%,1
,Colección Mari Solari,0.01%,1
,Colección Maria Luiza Americano,0.01%,1
,Colección Mariano Bello,0.01%,1
,Colección Mariano Paz,0.01%,1
,Colección Marques de Balbases,0.01%,1
,Colección Martínez,0.01%,1
,Colección Mary Brandt,0.01%,1
,Colección María Mujica,0.01%,1
,Colección Mauricio García Araujo,0.02%,3
,Colección Mayer,0.01%,1
,Colección Mejía Hernández,0.01%,2
,Colección Mercedes Gallagher de Park,0.01%,2
,Colección Mercedes Quintero,0.01%,2
,Colección Mercedes Santaella de Henning,0.02%,4
,Colección Miguel Germán-rib,0.01%,2
,Colección Mimi de Herrera Uslar,0.01%,1
,Colección Mrs. Frank Barrows Freyer,0.02%,4
,Colección Mujica Gallo,0.03%,5
,Colección Museo Histórico Nacional,0.01%,2
,Colección Museo Regional de Oaxaca,0.01%,1
,Colección Museo Saavedra,0.01%,1
,Colección Museo de Arte Español Enrique Larreta,0.01%,1
,Colección Museo de Arte Religioso. Ex convento de Santa Mónica,0.02%,4
,Colección Mónica y Eric Le Compte,0.01%,1
,Colección Nahim Isaías,0.01%,2
,Colección Ojeda-Beck,0.02%,3
,"Colección Olsen-Scheffer, Pasadena California.",0.01%,2
,Colección Oscar d’empire,0.01%,1
,Colección Oswaldo Viteri,0.02%,4
,Colección Pedro Restrepo,0.01%,2
,Colección Puppe Mandl,0.01%,1
,Colección Pérez de Salazar,0.01%,1
,Colección RRL Antigüedades México,0.01%,1
,Colección Rafael Pissani,0.01%,1
,Colección Rafael Puyana,0.01%,1
,Colección Raul Naas,0.01%,1
,Colección Raúl Bulgheroni,0.01%,1
,Colección Ricardo Pérez Escamilla,0.01%,1
,Colección Rivas Sacconi,0.02%,3
,Colección Robert Morris,0.01%,1
,Colección Roberta y Richard Huber,0.04%,8
,Colección Roberto García de la Concha,0.01%,2
,Colección Roberto Palumbo,0.01%,1
,Colección Roberto Samanez,0.01%,1
,Colección Rodrigo Rivero Lake,0.22%,43
,Colección Rogelio Sequeira,0.02%,3
,Colección Ronald Peralta,0.01%,2
,Colección Rosa Anfrúns de Brandt,0.01%,1
,Colección Rosalva L. de León de Vivero,0.01%,1
,Colección Saenz Pizano,0.01%,1
,Colección Santaella de Henning,0.01%,1
,Colección Santiago Hernández,0.01%,1
,Colección Señora de Areco,0.01%,1
,Colección Sr. Fernando Ovalle,0.01%,2
,Colección Sr. Hipólito Villegas,0.01%,1
,Colección Sr. Julio de Rementeria,0.01%,2
,Colección Sr. Luis Fernando Mackenna,0.01%,1
,Colección Sáenz Dávila,0.01%,1
,Colección T. Crombie,0.07%,13
,"Colección Thoma, Kenilworth, Illinois",0.06%,11
,Colección UNAM,0.03%,5
,Colección Ugarte Eléspuru,0.01%,1
,Colección Universidad Iberoamericana,0.02%,3
,Colección Universidad de Los Andes,0.04%,7
,Colección Velutini,0.01%,1
,Colección Vera-Olcese,0.01%,1
,Colección Vivian y Jaime Liébana,0.01%,1
,Colección Zingg,0.02%,3
,Colección casa Allaga,0.02%,4
,Colección de Malú y Alejandra Escandón,0.02%,4
,Colección de Regina Gutiérrez de Donat,0.01%,1
,Colección del Museo de la ciudad de Mexico,0.01%,1
,Colección del Quinche,0.01%,1
,Colección familia Braniff,0.01%,1
,Colección particular,5.81%,1116
,Colección privada,0.11%,22
,Colección Ángel Cristóbal,0.01%,2
,Colección Ángela Gutiérrez,0.01%,1
,Colección Órden Agustina,1.09%,209
,Colección Órden Agustina Recoletos,0.26%,49
,Colección Órden dominica,0.29%,55
,Colegio León XIII,0.01%,1
,Colegio Máximo María Inmaculada,0.01%,2
,Colegio de Niñas de Nuestra Señora de la Caridad,0.01%,2
,Colegio de Propaganda Fide de Guadalupe,0.01%,1
,Colegio de San Calixtho,0.01%,1
,Colegio de San Miguel de Belén,0.10%,20
,Colegio de la Paz – Vizcainas,0.02%,4
,Colegio de las Vizcaínas,0.13%,24
,Colegio del Rosario,0.25%,48
,Colegio san Idelfonso,0.01%,1
,Collection of Svetlana,0.01%,1
,Colorado Springs Fine Arts Center,0.01%,2
,Colégio do Caraça,0.01%,1
,Compañía de Jesús,0.01%,1
,Complejo Museográfico Provincial Enrique Udaondo,0.01%,1
,Complejo Museográfico del Norte,0.04%,7
,Comunidad Agustina,0.01%,2
,Comunidad Religiosa,0.05%,9
,Concatedral de São Pedro dos Clérigos,0.01%,2
,Congregación misioneros de San José,0.01%,1
,Conjunto monumental de Belén,0.04%,8
,Consejo Municipal,0.01%,1
,Convento Agustino del Santuario del Sr. De Chalma,0.01%,1
,Convento Candelaria,0.01%,1
,Convento Carmelitas,0.02%,3
,Convento Carmelitas descalzas,0.21%,40
,Convento Descalzas,0.02%,3
,Convento Descalzos,0.01%,1
,Convento Dominicas de Clausura de Tudeja,0.01%,1
,Convento Dominico,0.01%,1
,Convento Dominico de Jesús María,0.01%,2
,Convento Ecce Homo,0.01%,2
,Convento Franciscano,0.01%,1
,Convento Franciscano de Guadalupe,0.01%,1
,Convento Franciscano de San Bernardino de Siena,0.03%,5
,Convento Franciscano de San Gabriel,0.02%,3
,Convento Franciscano de Santa María Magdalena,0.01%,1
,Convento Franciscano de Sn. Gabriel,0.01%,1
,Convento Franciscano de la Recoleta,0.03%,6
,Convento Franciscano la Recoleta,0.01%,1
,Convento Franciscanos,0.10%,20
,Convento Hermanas franciscanas,0.01%,2
,Convento La Merced,0.11%,22
,Convento Mercedario,0.02%,4
,Convento Máximo de San Francisco,0.01%,1
,Convento S Joaquín,0.02%,4
,Convento San Agustín,0.02%,4
,Convento San Francisco,0.13%,25
,Convento San diego,0.01%,1
,Convento Santa Clara,0.17%,32
,Convento Santa Clara la Real,0.01%,1
,Convento Santa Domingo,0.01%,2
,Convento Santa Ines,0.02%,3
,Convento Santa Teresa,0.03%,6
,Convento Santa Teresa de Jesús,0.01%,1
,Convento Santo domingo,0.04%,7
,Convento de Carmelitas Descalzos,0.01%,1
,Convento de Concepcionistas,0.01%,1
,Convento de Garachico,0.06%,12
,Convento de La Merced,0.28%,53
,Convento de Nossa Senhora da Penha Vila Velha,0.01%,1
,Convento de Nossa Senhora do Carmo,0.03%,6
,Convento de Nuestra Señora de la Merced,0.01%,1
,Convento de Nuestra Señora del Carmen del Santo Desierto,0.01%,1
,Convento de Ocopa,0.02%,3
,Convento de San Agustin,0.01%,2
,Convento de San Agustín,0.46%,89
,Convento de San Bernardo,0.05%,10
,Convento de San Diego,0.01%,2
,Convento de San Francisco,0.88%,169
,Convento de San Francisco de la Paz,0.01%,2
,Convento de San Francisco. Libro iluminado de coros,0.01%,1
,"Convento de San Gabriel, Cholula",0.01%,1
,Convento de San Juan Bautista,0.01%,1
,Convento de Santa Ana de Capuchinas,0.01%,2
,Convento de Santa Catalina,0.72%,139
,Convento de Santa Catalina Cuzco,0.04%,8
,Convento de Santa Catalina Quito,0.03%,6
,Convento de Santa Catalina de Siena,0.01%,1
,"Convento de Santa Catalina, Sala capitular",0.02%,3
,Convento de Santa Cecilia,0.02%,3
,Convento de Santa Clara,0.09%,18
,Convento de Santa Inés,0.69%,132
,Convento de Santa María de Gracia de la Orden de San Agustín,0.01%,1
,Convento de Santa Mónica Puebla,0.01%,1
,Convento de Santa Rosa,0.03%,6
,Convento de Santa Teresa,0.11%,22
,Convento de Santo Antônio,0.10%,20
,Convento de Santo Domingo,0.24%,47
,Convento de Santo Domingo Cuzco,0.07%,14
,Convento de Santo Domingo Lima,0.01%,2
,Convento de Santo Domingo Quito,0.04%,8
,Convento de Santo Domingo Santa fe,0.01%,2
,Convento de Sao Bento,0.01%,1
,Convento de descalzos,0.01%,2
,Convento de la Concepción,0.02%,3
,Convento de la Concepción de Soria,0.01%,1
,Convento de la Impresión de la Llagas de San Francisco,0.01%,2
,Convento de la Impresión de las Llagas de San Francisco,0.01%,2
,Convento de la Merced Cuzco,0.02%,3
,"Convento de la Merced, Pinacoteca fray Juan de Vargas",0.01%,1
,Convento de la Merced. Perú,0.02%,3
,Convento de la Recoleta,0.10%,20
,Convento de la Recoleta Cuzco,0.01%,1
,Convento de la Trinidad,0.02%,4
,Convento de la Virgen de la Merced,0.01%,1
,Convento de la buena muerte,0.07%,13
,Convento de los Descalzos,0.11%,21
,Convento de os descalzos,0.01%,1
,Convento del Carmen,0.04%,8
,Convento del Carmen Alto,0.09%,18
,Convento del Carmen Bajo,0.13%,25
,Convento del Carmen San José,0.02%,4
,Convento del Carmen de San José,0.02%,3
,Convento descalzaos,0.01%,1
,Convento la Enseñanza,0.01%,1
,Convento la Merced,0.08%,15
,Convento la Recoleta,0.01%,2
,Convento san francisco,0.01%,1
,"Coro alto, Convento de las Teresitas, Querétaro, México",0.01%,2
,Coro de la iglesia del Carmen,0.01%,2
,Corporación Minera,0.01%,1
,Cuban Foundation,0.01%,2
,Cuban Foundation - Anderson C. Bouchelle,0.02%,4
,Curahuara de Carangas,0.01%,1
,Curia Provincial del Carmelo Descalzo,0.01%,1
,Curia provincial franciscana,0.01%,1
,Curia provincial franciscanos,0.01%,1
,Cuzco,0.11%,22
,Dallas Museum of Art,0.17%,32
,Dallas Museum of art,0.01%,1
,De Young Museum,0.14%,26
,Del Carmen Alto,0.01%,2
,Denver Art Museum,0.22%,43
,Desconocida,0.01%,2
,Divino Salvador Sopó,0.01%,2
,El Carmen,0.01%,1
,El Llanito,0.01%,1
,El Tejar,0.01%,1
,El Tejar de la Merced,0.05%,10
,El Templete,0.01%,1
,El paraiso Hacienda,0.01%,1
,"Ermita de El Calvario, Antigua Guatemala",0.05%,9
,"Ermita de San Lorenzo, Tlapujahua",0.01%,1
,"Ermita de los Desposorios, Convento de Santa Teresa de Jesús",0.02%,4
,Estacion del viacrucis. Iglesia de misión. San Juan Bautista.,0.07%,14
,Estacion del viacrucis. Iglesia de misión. Soledad.,0.07%,14
,"Ex Convento Agustino de San Nicolás de Tolentino, Actopan.",0.01%,1
,Ex Convento Dominico de San Juan,0.01%,1
,Ex Convento y Parroquia San Jacinto,0.02%,4
,Ex Convento y Parroquia de San Bernardino de Siena,0.01%,1
,Ex colección Lavalle,0.01%,1
,Ex convento de San Agustín,0.01%,1
,Ex convento de Teposcolula,0.01%,1
,Ex convento de la Santísima Trinidad,0.01%,1
,Ex-Convento San Nicolás de Tolentino,0.01%,1
,Ex-convento Dominicano de Santiago Apóstol,0.02%,3
,ExConvento Singuilucan Hidalgo,0.01%,1
,Exconvento Churubusco,0.01%,1
