,pais,Participación,conteo
,Henry Brintnell Bounetheau,0.02%,3
,Henry Grey,0.01%,2
,Henry Inman,0.05%,10
,Henry Jacob Burch,0.01%,1
,Henry Sargent,0.03%,6
,Henry Williams,0.02%,4
,Hermana Juana Beatriz de la Fuente,0.01%,1
,Hermanos Cabrera,0.01%,1
,Hernando de Lara,0.01%,1
,Hernando de la Cruz,0.04%,7
,Hipólito de Rioja,0.02%,4
,Hugh Bridport,0.01%,1
,Ignacio Berbeno,0.02%,3
,Ignacio Chacón,0.03%,6
,Ignacio María Barreda,0.05%,9
,Ignacio Ortega,0.01%,1
,Ignacio de Ayala,0.01%,2
,Ignacio de Castro,0.04%,7
,Ignacio de Ríos,0.01%,1
,Iones Peres,0.02%,3
,Isabel de Santiago,0.02%,3
,Isauro Cervantes,0.02%,3
,Isidoro Francisco de Moncada,0.08%,16
,Isidro Escamilla,0.01%,1
,J. Bradley,0.01%,2
,J. Brown,0.02%,3
,J. Wiess,0.01%,1
,J.B Cáceres,0.01%,1
,J.M Habiyu,0.01%,1
,Jacinto Carvajal,0.07%,13
,Jacob Eichholtz,0.16%,31
,Jacob Frymire,0.01%,1
,Jacob Maentel,0.01%,1
,Jacobo o Lorenzo Fiorini,0.01%,1
,Jacopo Bertuccio,0.01%,1
,James Alexander Simpson,0.01%,2
,James Earl,0.03%,6
,James Frothingham,0.04%,8
,James M. Pearce,0.01%,1
,James McArdell,0.01%,1
,James Peale,0.15%,29
,James Roberts,0.01%,1
,James Sharples,0.01%,2
,James Smith,0.01%,2
,Jane Palmer,0.01%,2
,Javier Flores,0.01%,1
,Jean B. Sel,0.01%,1
,Jean Baptiste Debret,0.01%,2
,Jean François de la Vallée,0.03%,6
,Jean Pierre Henri Elouis,0.02%,3
,Jean de Morainville,0.02%,4
,Jeremiah Meyer,0.01%,1
,Jeremiah Paul,0.01%,1
,Jeremiah Pearson Hardy,0.01%,1
,Jeremiah Theus,0.16%,31
,Jerónimo Acero,0.03%,5
,Jerónimo Gómez,0.01%,1
,Jerónimo Jacinto de Espinoza,0.01%,1
,Jerónimo López,0.06%,11
,Jesuino do Monte Carmelo,0.10%,20
,Joao Batista de Figuereido,0.01%,2
,Joao Francisco Muzzi,0.01%,2
,Joaquim Gonçalves da Rocha,0.05%,9
,Joaquim José da Natividade,0.03%,6
,Joaquín Carballo,0.01%,1
,Joaquín Castañón,0.01%,1
,Joaquín Gutiérrez,0.27%,51
,Joaquín Pinto,0.01%,2
,Joaquín Urrea,0.01%,1
,Joaquín Villegas,0.01%,1
,Joaquín de Inza,0.01%,1
,Joaquín de Sosa,0.01%,1
,Johan Georg Bergmuller,0.01%,1
,Johan Zoffany,0.01%,1
,Johanes Franciscus,0.01%,1
,Johann Eckstein,0.01%,1
,John Blake White,0.01%,1
,John Brewster,0.02%,3
,John Canter,0.01%,1
,John Coles,0.01%,1
,John Durand,0.04%,7
,John Faber,0.01%,1
,John Francis Rigaud,0.01%,1
,John Greenwood,0.03%,6
,John Heaton,0.03%,5
,John Hesselius,0.06%,12
,John Hoppner,0.01%,1
,John Izard Middleton,0.01%,2
,John James Audubon,0.01%,2
,John James Crawley,0.01%,1
,John Johnston,0.02%,3
,John Lewis Krimmel,0.01%,1
,John Miers,0.01%,1
,John Neagle,0.04%,7
,John Paradise,0.01%,1
,John Ramage,0.01%,2
,John Ritto Penniman,0.03%,6
,John Roberts,0.01%,1
,John Robinson,0.01%,1
,John Rose,0.01%,1
,John Rubens Smith,0.01%,1
,John Russell,0.01%,2
,John S. Blunt,0.02%,3
,John Shackleton,0.01%,1
,John Singleton Copley,0.59%,114
,John Smart,0.01%,2
,John Smibert,0.10%,20
,John Stevens Cogdell,0.01%,1
,John Trumbull,0.14%,27
,John Valentine Haidt,0.01%,1
,John Vanderlyn,0.07%,13
,John Varley,0.01%,1
,John Watson,0.02%,3
,John Wesley Jarvis,0.11%,21
,John Wollaston,0.07%,14
,Jonathan Budington,0.01%,1
,Joseph Badger,0.10%,20
,Joseph Blackburn,0.06%,11
,Joseph Castel,0.01%,1
,Joseph Dunkerley,0.01%,1
,Joseph Francis Burrell,0.01%,1
,Joseph H. Davis,0.02%,4
,Joseph Robinson,0.01%,1
,Joseph Siffred Duplessis,0.01%,1
,Joseph Whiting,0.01%,2
,Joseph Wood,0.04%,7
,Joseph Wright,0.02%,3
,Joseph-Pierre Picot de Limoelan de Clorivière,0.02%,3
,Josephus Arias Huerta,0.01%,2
,Joshua Johnson,0.08%,15
,Joshua Reynolds,0.01%,1
,Joshua Shaw,0.02%,3
,José Antolínez,0.01%,1
,José Antonio Castro,0.01%,1
,José Antonio Jiménez,0.01%,1
,José Antonio Peñaloza,0.02%,3
,José Aragón,0.01%,1
,José Arriaga,0.04%,8
,José Avitavilli,0.01%,1
,José Berruecos,0.01%,1
,José Campeche Jordán,0.16%,31
,José Celestino Figueroa,0.01%,1
,José Correa,0.01%,1
,José Cortés de Alcocer,0.06%,12
,José Elói,0.02%,4
,José Espinoza de los Monteros,0.03%,5
,José F. De Estrada,0.01%,1
,José Francisco Xavier de Salazar y Mendoza,0.02%,3
,José Garzón Melgarejo,0.01%,1
,José Gil de Castro,0.33%,64
,José Grimau,0.01%,2
,José Gómez de Sandoval,0.01%,1
,José Hilario Zapata,0.01%,2
,José Joaquim da Rocha,0.23%,44
,José Joaquín Bermejo,0.03%,6
,José Joaquín Codina,0.01%,1
,José Joaquín Esquivel,0.02%,3
,José Joaquín Freire,0.01%,2
,José Joaquín Magón,0.40%,76
,José Joaquín de la Vega,0.01%,1
,José Joaquín del Pozo,0.05%,9
,José Juárez,0.16%,31
,José Leandro de Carvalho,0.01%,2
,José Legarda,0.01%,1
,José Lorenzo Zurita,0.05%,9
,José Lorenzo de Alvarado,0.04%,8
,José Lozano,0.01%,1
,José Luis Rodríguez Alconedo,0.01%,1
,José López de los Ríos,0.03%,6
,José Manuel de Gamarra,0.03%,5
,José Marcelino de Rivera y Argonanis,0.01%,2
,José Mariano Farfán de los Godos,0.03%,6
,José Martínez,0.01%,1
,José María Agudelo,0.01%,1
,José María Arango,0.01%,1
,José María Barajas,0.06%,12
,José María Hernández,0.01%,1
,José María Vallejo,0.01%,1
,José María Vázquez,0.05%,9
,José María de Bastida,0.01%,1
,José Medina,0.01%,2
,José Mendoza,0.01%,1
,José Mendoza Moctezuma,0.01%,1
,José Miguel Figueroa,0.01%,2
,José Miguel Gómez,0.02%,4
,José Morales,0.01%,1
,José Navarro,0.01%,1
,José Nicolás de la Escalera,0.07%,14
,José Núñez de Sotomayor,0.01%,1
,José Oliveira Rosa,0.01%,1
,José Ortiz,0.01%,2
,José Pablo Chávez,0.03%,6
,José Padilla,0.07%,13
,José Patricio da Silva Manso,0.05%,9
,José Perovani,0.02%,3
,José Pinhão de Matos,0.02%,4
,José Pérez de Parada,0.01%,1
,José Rabelo de Vasconcelos,0.03%,6
,José Ribera,0.02%,3
,José Rodrigues Nunes,0.01%,2
,José Rodríguez Carnero,0.06%,12
,José Rodríguez Juárez,0.02%,3
,José Rodríguez de los Santos,0.01%,1
,José Salomón Piña,0.01%,1
,José Santos Figueroa,0.01%,1
,José Soares de Araújo,0.03%,5
,José Suárez,0.02%,3
,José Sánchez,0.02%,3
,José Teóphilo de Jesús,0.12%,23
,José da Costa Andrade,0.01%,2
,José de Albistur,0.01%,1
,José de Alcíbar,0.21%,41
,José de Alfaro,0.07%,13
,José de Arce,0.01%,1
,José de Bustos,0.02%,4
,José de Ibarra,0.47%,90
,José de Mora,0.03%,5
,José de Priego,0.01%,2
,José de Páez,0.52%,99
,José de Rivafrecha y Jordán,0.01%,1
,José de Salas,0.01%,2
,José de Valladares,0.04%,7
,José de la Mota,0.01%,2
,José del Castillo,0.02%,3
,João Baptista,0.02%,3
,João Nepomuceno Correia e Castro,0.02%,4
,João de Deus Sepúlveda,0.29%,56
,Juan Aguayo,0.01%,1
,Juan Agustín Riera,0.01%,1
,Juan Antonio Arriaga,0.01%,1
,Juan Antonio Camargo,0.04%,8
,Juan Antonio Prado,0.01%,1
,Juan Bautista Daniel,0.02%,4
,Juan Bautista Narria,0.01%,1
,Juan Bautista Piazzeta,0.01%,2
,Juan Bautista Vermay,0.02%,3
,Juan Bautista Vásquez,0.02%,4
,Juan Carreño de Miranda,0.03%,6
,Juan Castellanos,0.01%,1
,Juan Correa,0.45%,87
,"Juan Correa, hijo",0.01%,2
,Juan Dualte,0.01%,1
,Juan Duns Scoto,0.01%,1
,Juan Espinoza de Los Monteros,0.09%,18
,Juan Flores Sevilla,0.01%,1
,Juan Francisco Ochoa,0.01%,2
,Juan Francisco de Aguilera,0.02%,4
,Juan Gallegos,0.01%,1
,Juan Gerson,0.10%,20
,Juan González,0.07%,14
,Juan José Jurado,0.01%,1
,Juan José Landaeta,0.02%,4
,Juan José Rosales,0.06%,12
,Juan Manosalvas,0.01%,1
,Juan Manuel Yllanes del Huerto,0.02%,4
,Juan Osorio,0.01%,2
,Juan Pardo de Lago Osorio,0.01%,1
,Juan Patricio Morlete Ruiz,0.25%,48
,Juan Pedro López,0.40%,77
,Juan Pérez Mejía,0.02%,3
,Juan Pérez de Salazar,0.01%,1
,Juan Ramos,0.02%,3
,Juan Rodríguez Herrera,0.01%,1
,Juan Rodríguez Juárez,0.32%,61
,Juan Rodríguez Samanes,0.02%,3
,Juan Rubí de Miramón,0.03%,5
,Juan Salguero,0.01%,1
,Juan Sarmiento,0.01%,1
,Juan Sinchi Roca,0.01%,2
,Juan Sáenz,0.01%,2
,Juan Sánchez Salmerón,0.11%,21
,Juan Tinoco,0.08%,15
,Juan Visier,0.01%,1
,Juan Zapata Inca,0.03%,6
,Juan de Arellano,0.01%,1
,Juan de Arrúe,0.01%,1
,Juan de Calderón,0.01%,1
,Juan de Juanes,0.01%,1
,Juan de Mora,0.01%,1
,Juan de Ruelas,0.01%,1
,Juan de San Pedro Flores,0.01%,1
,Juan de Solórzano,0.01%,2
,Juan de Valdés Leal,0.05%,9
,Juan de Vera,0.01%,1
,Juan de Villalobos,0.05%,10
,Juan de Villegas,0.07%,14
,Juan de la Concepción y Beraun,0.02%,3
,Juan del Corral,0.02%,3
,Juan del Río,0.01%,2
,Juan y Nicolás Becerra,0.01%,1
,Julián Falla,0.01%,1
,Julián Jayo,0.03%,5
,Justus Dalee,0.02%,3
,Laureano Dávila,0.07%,14
,Laureano de Barreda,0.01%,1
,Laurent Dabos,0.01%,1
,Lawrence Sully,0.01%,1
,Leandro Joaquín,0.05%,9
,Leonardo Flores,0.07%,14
,Leonardo Jaramillo,0.01%,2
,Lewis Aubineau,0.01%,1
,Lewis Peckham,0.01%,2
,Liborio Lázaro Lial,0.01%,1
,Limner Denison,0.01%,1
,Limner Gansevoort,0.02%,4
,Limner Pollard,0.01%,1
,Limner Schuyler,0.01%,2
,Limner Sherman,0.01%,2
,Limner The Beardsley,0.01%,2
,Limner The Conant,0.01%,1
,Limner The Denison,0.02%,4
,Lorenzo Sánchez de Medina,0.01%,2
,Lorenzo Tiburcio de León,0.01%,1
,Lorenzo Zendejas,0.07%,13
,Lorenzo de Leyba,0.01%,1
,Lorenzo de Ponte,0.02%,3
,Lorenzo de Poveda,0.01%,2
,Lorenzo de Villa,0.01%,1
,Louis Antoine Collas,0.01%,2
,Louisa C. Strobel,0.01%,2
,Lourenço Veloso,0.01%,2
,Luca Cambiasso,0.01%,1
,Lucas Rodríguez,0.01%,2
,Luis Berger,0.01%,1
,Luis Berrueco,0.16%,30
,Luis Correa,0.01%,1
,Luis Francisco Maldonado,0.01%,1
,Luis García Hevia,0.01%,1
,Luis Juárez,0.16%,30
,Luis Lagarto,0.06%,11
,Luis Morales,0.01%,1
,Luis Niño,0.07%,13
,Luis de Carvajal,0.02%,3
,Luis de Mena,0.02%,3
,Luis de Riaño,0.09%,18
,Luis de la Vega Lagarto,0.01%,1
,Luke Sullivan,0.01%,1
,Luís de Oviedo,0.01%,1
,Lázaro Baldi,0.01%,1
,Lázaro Pardo de Lagos,0.04%,7
,Magdalena Ventura del Smo. Sacramento,0.01%,1
,Manoel Antônio da Fonseca,0.01%,1
,Manoel Dias de Oliveira,0.01%,2
,Manoel Rebelo e Souza,0.01%,1
,Manoel Víctor de Jesus,0.02%,3
,Manoel da Costa Ataíde,0.21%,40
,Manoel do Sacramento,0.01%,1
,Manuel Caro,0.05%,9
,Manuel Carreto,0.02%,3
,Manuel Galicia,0.01%,2
,Manuel García,0.01%,1
,Manuel Gómez,0.02%,3
,Manuel Marimón,0.03%,5
,Manuel Martínez Zaldúa,0.01%,1
,Manuel Merchán Cano,0.01%,1
,Manuel Oquendo,0.01%,1
,Manuel Palacios,0.07%,13
,Manuel Paz,0.01%,1
,Manuel Ramírez,0.01%,1
,Manuel Ribeiro Rosa,0.01%,1
,Manuel Santo,0.01%,1
,Manuel Serrano,0.01%,1
,Manuel Talavera,0.01%,1
,Manuel Thadeo Chirino,0.01%,1
,Manuel Villa,0.01%,1
,Manuel Villavicencio,0.01%,1
,Manuel da Cunha,0.02%,3
,Manuel de Arellano,0.08%,16
,Manuel de Córdova,0.03%,6
,Manuel de Jesús Pinto,0.01%,1
,Manuel de Samaniego,0.34%,66
,Manuel de Sepúlveda,0.01%,1
,Manuel de la Serna,0.01%,1
,Marcelino Falcón de Aguilar,0.01%,1
,Marcelo Espinoza,0.01%,1
,Marcos Chillitupac Inca,0.01%,1
,Marcos Serrano,0.01%,1
,Marcos Zapata,0.44%,85
,Marcos de Ribera,0.09%,18
,Mariano Carrillo,0.01%,1
,Mariano Corvacho,0.01%,1
,Mariano Guerrero,0.01%,2
,Mariano Morlette,0.01%,1
,Mariano Peña y Herrera,0.01%,1
,Mariano Salvador Maella,0.01%,1
,Mariano Vásquez A.,0.02%,4
,Mariano y Julián Carrillo y Jayo,0.01%,1
,Martín de Loayza,0.03%,5
,Martín de Petris,0.01%,2
,Martín de Vos,0.04%,8
,Mary Ann,0.01%,1
,Mary Jane Simes,0.01%,1
,Mary Roberts,0.01%,2
,María de Jesús Ponce,0.01%,1
,Mateo Gómez,0.01%,1
,Mateo Mexia,0.02%,3
,Mateo Pizarro,0.09%,17
,Mateo Pumaqawa,0.01%,1
,Mateo Pérez de Alesio,0.03%,6
,Mateo Saldaña,0.01%,1
,Matheo Moreno,0.01%,1
,Mather Brown,0.05%,10
,Matthew Harris Jouett,0.01%,2
,Matthew Pratt,0.03%,6
,Matías Maestro,0.01%,2
,Matías de Arteaga,0.01%,1
,Mauricio García,0.07%,14
,Melchor Pérez de Holguín,0.41%,79
,Mercado,0.01%,1
,Mercedes Ogazón,0.01%,1
,Micah Williams,0.02%,3
,Michele Felice,0.01%,2
,Michele Felice Cornè,0.02%,3
,Miguel Antonio Martínez de Pocasangre,0.10%,19
,Miguel Arellano,0.01%,1
,Miguel Aucell,0.04%,8
,Miguel Cabrera,1.22%,234
,Miguel Correa,0.01%,2
,Miguel González,0.21%,41
,Miguel Guelles,0.09%,17
,Miguel Jerónimo Zendejas,0.22%,42
,Miguel Jiménez,0.01%,1
,Miguel López,0.01%,1
,Miguel Po...,0.01%,1
,Miguel Rudecindo Contreras,0.01%,1
,Miguel Vallejo,0.01%,1
,Miguel de Herrera,0.10%,19
,Miguel de Mendoza,0.01%,1
,Miguel de Santiago,0.57%,110
,Miguel del Castillo,0.05%,10
,Miguel y Domingo Güelles y Caro,0.01%,1
,Miguel y Juan González,0.01%,1
,Milton W. Hopkins,0.01%,1
,Nathaniel Hone,0.01%,1
,Nathaniel Rogers,0.01%,1
,Nehemiah Partridge,0.06%,12
,Nicholas-Francois Dun,0.01%,1
,Nicolao Rubences Galero,0.01%,1
,Nicolas Antoine Taunay,0.01%,1
,Nicolás Cabrera,0.01%,1
,Nicolás Chávez de Villafuerte,0.01%,1
,Nicolás Correa,0.02%,4
,Nicolás Cortés,0.02%,3
,Nicolás Cruz,0.01%,2
,Nicolás Enríquez,0.12%,23
,Nicolás Javier de Goríbar,0.16%,30
,Nicolás Rodríguez Juárez,0.16%,30
